title,authors,journal,year,doi,pubmed_id,ifc_url,has_abstract,text_length,index,umap_x,umap_y,id
Residue Cluster Classes: A Unified Protein Representation for Efficient Structural and Functional Classification,"Fontove, F., & Del Rio, G.","Entropy, 22(4), 472",2020,10.3390/e22040472,33286246,https://www.ifc.unam.mx/publicacion.php?ut=000537222600094,True,138,69,2.1859124,1.5754476,pub_69_b6de0880
"DnmA and FisA Mediate Mitochondria and Peroxisome Fission, and Regulate Mitochondrial Function, ROS Production and Development in Aspergillus nidulans","Garrido-Bazán, V., Pardo, J. P., & Aguirre, J.","Frontiers in Microbiology, 11",2020,10.3389/fmicb.2020.00837,32477294,https://www.ifc.unam.mx/publicacion.php?ut=000536212000001,True,1780,70,1.4801662,4.1159,pub_70_eb766781
The nuclear receptor NR4A1 is regulated by SUMO modification to induce autophagic cell death,"Zárraga-Granados, G., Muciño-Hernández, G., Sánchez-Carbente, M. R., Villamizar-Gálvez, W., Peñas-Rincón, A., Arredondo, C., ? Castro-Obregón, S.","PLOS ONE, 15(3), e0222072",2020,10.1371/journal.pone.0222072,32210435,https://www.ifc.unam.mx/publicacion.php?ut=000535307600002,True,1495,71,4.449288,3.4212348,pub_71_bf6731ac
Hydrodynamics-based liver transfection achieves gene silencing of CB1 using short hairpin RNA plasmid in cirrhotic rats,"Díaz-Rivera, A., Meza-Ríos, A., Chagoya de Sánchez, V., Velasco-Loyden, G., García-Benavides, L., Jave-Suarez, L. F., ? Sandoval-Rodríguez, A.","PLOS ONE, 15(2), e0228729",2020,10.1371/journal.pone.0228729,32053633,https://www.ifc.unam.mx/publicacion.php?ut=000535198700049,True,510,72,4.7941394,2.494837,pub_72_11a72d3d
Postponing the IV International Symposium on Fungal Stress (ISFUS) and the XIII International Fungal Biology Conference (IFBC) due to COVID-19,"Rangel, D. E. N., Aguirre, J., & Alder-Rangel, A.","Fungal Biology, 124(5), 536",2020,10.1016/j.funbio.2020.04.004,32389317,https://www.ifc.unam.mx/publicacion.php?ut=000532395600032,True,168,73,0.9688347,3.6875877,pub_73_f9997ed0
The Third International Symposium on Fungal Stress ? ISFUS,"Alder-Rangel, A., Idnurm, A., Brand, A. C., Brown, A. J. P., Gorbushina, A., Kelliher, C. M., ? Rangel, D. E. N.","Fungal Biology, 124(5), 235?252",2020,10.1016/j.funbio.2020.02.007,32389286,https://www.ifc.unam.mx/publicacion.php?ut=000532395600001,True,841,74,1.0209142,3.8390384,pub_74_30ad82aa
Distinct Contributions of the Peroxisome-Mitochondria Fission Machinery During Sexual Development of the Fungus Podospora anserina,"Navarro-Espíndola, R., Takano-Rojas, H., Suaste-Olmos, F., & Peraza-Reyes, L.","Frontiers in Microbiology, 11",2020,10.3389/fmicb.2020.00640,32351478,https://www.ifc.unam.mx/publicacion.php?ut=000530493200001,True,1572,75,1.456019,4.086734,pub_75_9b642490
HGF induces protective effects in ?-naphthylisothiocyanate-induced intrahepatic cholestasis by counteracting oxidative stress,"Salas-Silva, S., Simoni-Nieves, A., Razori, M. V., López-Ramirez, J., Barrera-Chimal, J., Lazzarini, R., ? Bucio-Ortiz, L.","Biochemical Pharmacology, 174, 113812",2020,10.1016/j.bcp.2020.113812,31954718,https://www.ifc.unam.mx/publicacion.php?ut=000527342900024,True,1567,76,4.913246,4.2188287,pub_76_2a224f8f
?Funny? channels in cardiac mitochondria modulate membrane potential and oxygen consumption,"Padilla-Flores, T., López-González, Z., Vaca, L., Aparicio-Trejo, O. E., Briones-Herrera, A., Riveros-Rosas, H., ? Escobar, L. I.","Biochemical and Biophysical Research Communications, 524(4), 1030?1036",2020,10.1016/j.bbrc.2020.02.033,32063359,https://www.ifc.unam.mx/publicacion.php?ut=000526795700036,True,1428,77,3.5555081,6.431906,pub_77_738bb9d5
Vasoinhibin generation and effect on neuronal apoptosis in the hippocampus of late mouse embryos,"Aroña, R. M., Arnold, E., Macías, F., López-Casillas, F., Clapp, C., & Martínez de la Escalera, G.","American Journal of Physiology-Regulatory, Integrative and Comparative Physiology, 318(4), R760?R771",2020,10.1152/ajpregu.00286.2019,32048872,https://www.ifc.unam.mx/publicacion.php?ut=000526783600010,True,1918,78,5.9553585,3.7072077,pub_78_9aa92874
Default Mode Network Efficiency Is Correlated With Deficits in Inhibition in Adolescents With Inhalant Use Disorder,"Hernández-Álvarez, D. M., Pacheco, L., Velasco-Segura, R., Pérez de la Mora, M., Tejeda-Romero, C., & González-García, N.","Frontiers in Psychiatry, 11",2020,10.3389/fpsyt.2020.00209,32273856,https://www.ifc.unam.mx/publicacion.php?ut=000525659100001,True,1338,79,7.7035475,3.0250096,pub_79_a0244ce7
Autophagy Regulation by the Translation Machinery and Its Implications in Cancer,"Acevo-Rodríguez, P. S., Maldonado, G., Castro-Obregón, S., & Hernández, G.","Frontiers in Oncology, 10",2020,10.3389/fonc.2020.00322,32232004,https://www.ifc.unam.mx/publicacion.php?ut=000525658000001,True,1064,80,4.228973,3.2061312,pub_80_78f3201b
From Isolated Emotional Memories to Their Competition During Conflict,"Bravo-Rivera, C., & Sotres-Bayon, F.","Frontiers in Behavioral Neuroscience, 14",2020,10.3389/fnbeh.2020.00036,32226364,https://www.ifc.unam.mx/publicacion.php?ut=000525533900001,True,1696,81,8.25579,3.1800811,pub_81_231cf1f2
The BPtpA protein from Burkholderia cenocepacia belongs to a new subclass of low molecular weight protein tyrosine phosphatases,"Sánchez-Rodríguez, R., González, G. M., Becerril-García, M. A., Treviño-Rangel, R. de J., Marcos-Vilchis, A., González-Pedrajo, B., ? Andrade, A.","Archives of Biochemistry and Biophysics, 681, 108277",2020,10.1016/j.abb.2020.108277,31978399,https://www.ifc.unam.mx/publicacion.php?ut=000525448200016,True,1190,82,1.2799716,2.4154847,pub_82_2ee1c3c8
Insights Into the Hypometabolic Stage Caused by Prolonged Starvation in L4-Adult Caenorhabditis elegans Hermaphrodites,"Carranza-García, E., & Navarro, R. E.","Frontiers in Cell and Developmental Biology, 8",2020,10.3389/fcell.2020.00124,32211406,https://www.ifc.unam.mx/publicacion.php?ut=000525117500001,True,1223,83,2.945075,2.5706544,pub_83_69ddc659
Glutamatergic basolateral amygdala to anterior insular cortex circuitry maintains rewarding contextual memory,"Gil-Lievana, E., Balderas, I., Moreno-Castilla, P., Luis-Islas, J., McDevitt, R. A., Tecuapetla, F., ? Bermúdez-Rattoni, F.","Communications Biology, 3(1)",2020,10.1038/s42003-020-0862-z,32198461,https://www.ifc.unam.mx/publicacion.php?ut=000522254600003,True,1249,84,8.001217,3.1473792,pub_84_f9c4588b
The CtrA Regulon of Rhodobacter sphaeroides Favors Adaptation to a Particular Lifestyle,"Hernández-Valle, J., Sanchez-Flores, A., Poggio, S., Dreyfus, G., & Camarena, L.","Journal of Bacteriology, 202(7)",2020,10.1128/jb.00678-19,31932315,https://www.ifc.unam.mx/publicacion.php?ut=000519848200005,True,2560,85,0.995842,2.3397691,pub_85_3f5cb61f
Fluorescence of serotonin in the visible spectrum upon multiphotonic photoconversion,"Hernández-Mendoza, G. A., Aguirre-Olivas, D., González-Gutiérrez, M., Leal, H. J., Qureshi, N., Treviño-Palacios, C. G., ? De-Miguel, F. F.","Biomedical Optics Express, 11(3), 1432",2020,10.1364/boe.380412,32206420,https://www.ifc.unam.mx/publicacion.php?ut=000519518200017,True,2153,86,7.3068743,2.5330415,pub_86_f82893bf
"Obesidad, síndrome metabólico y percepción olfativa","Rebolledo Solleiro, D., Solleiro Villavicencio, H., Velasco, M., & Roldán Roldán, G.","Revista de Neurología, 70(02), 53",2020,10.33588/rn.7002.2019204,31930471,https://www.ifc.unam.mx/publicacion.php?ut=000518381100003,True,1518,87,6.993661,4.58518,pub_87_8e04f587
Effects of a patient-derived de novo coding alteration of CACNA1I in mice connect a schizophrenia risk gene with sleep spindle deficits,"Ghoshal, A., Uygun, D. S., Yang, L., McNally, J. M., Lopez-Huerta, V. G., Arias-Garcia, M. A., ? Pan, J. Q.","Translational Psychiatry, 10(1)",2020,10.1038/s41398-020-0685-1,32066662,https://www.ifc.unam.mx/publicacion.php?ut=000515822700002,True,1539,88,6.757557,3.2298508,pub_88_766b4ab1
The Contribution of the Ankyrin Repeat Domain of TRPV1 as a Thermal Module,"Ladrón-de-Guevara, E., Dominguez, L., Rangel-Yescas, G. E., Fernández-Velasco, D. A., Torres-Larios, A., Rosenbaum, T., & Islas, L. D.","Biophysical Journal, 118(4), 836?845",2020,10.1016/j.bpj.2019.10.041,31757360,https://www.ifc.unam.mx/publicacion.php?ut=000515535500010,True,1485,89,4.17433,6.8134813,pub_89_25b376d7
Towards a conscious model of consciousness,"Romo, R., & Rossi-Pool, R.","Cognitive Neuropsychology, 37(3-4), 220?223",2020,10.1080/02643294.2020.1728241,32066320,https://www.ifc.unam.mx/publicacion.php?ut=000514720600001,True,1025,90,8.33448,1.8461235,pub_90_a6f7b824
"Metabolism, ATP production and biofilm generation by Staphylococcus epidermidis in either respiratory or fermentative conditions","Pedroza-Dávila, U., Uribe-Alvarez, C., Morales-García, L., Espinoza-Simón, E., Méndez-Romero, O., Muhlia-Almazán, A., ? Uribe-Carvajal, S.","AMB Express, 10(1)",2020,10.1186/s13568-020-00966-z,32048056,https://www.ifc.unam.mx/publicacion.php?ut=000514416200001,True,1138,91,1.3091074,2.7880504,pub_91_b968b41c
A self-aggregating peptide: implications for the development of thermostable vaccine candidates,"Cruz-Reséndiz, A., Zepeda-Cervantes, J., Sampieri, A., Bastián-Eugenio, C., Acero, G., Sánchez-Betancourt, J. I., ? Vaca, L.","BMC Biotechnology, 20(1)",2020,10.1186/s12896-019-0592-9,31959159,https://www.ifc.unam.mx/publicacion.php?ut=000513523700001,True,633,92,2.8420079,0.7712387,pub_92_637abecb
Ophthalmic Administration of a DNA Plasmid Harboring the Murine Tph2 Gene: Evidence of Recombinant Tph2-FLAG in Brain Structures,"Tesoro-Cruz, E., Oviedo, N., Manuel-Apolinar, L., Orozco-Suárez, S., Pérez de la Mora, M., Martínez-Pérez, G., ? Bekker-Méndez, V. C.","Molecular Biotechnology, 62(3), 200?209",2020,10.1007/s12033-020-00239-x,32030628,https://www.ifc.unam.mx/publicacion.php?ut=000513450800006,True,1514,93,6.785,2.7550514,pub_93_2d055ce3
Alpha-Synuclein Physiology and Pathology: A Perspective on Cellular Structures and Organelles,"Bernal-Conde, L. D., Ramos-Acevedo, R., Reyes-Hernández, M. A., Balbuena-Olvera, A. J., Morales-Moreno, I. D., Argüero-Sánchez, R., ? Guerra-Crespo, M.","Frontiers in Neuroscience, 13",2020,10.3389/fnins.2019.01399,32038126,https://www.ifc.unam.mx/publicacion.php?ut=000511948600001,True,1853,94,5.783254,2.674238,pub_94_a29ddc9a
"Behavioral, neuroendocrine and physiological indicators of the circadian biology of male and female rabbits","Aguilar?Roblero, R., & González?Mariscal, G.","European Journal of Neuroscience, 51(1), 429?453",2018,10.1111/ejn.14265,30408249,https://www.ifc.unam.mx/publicacion.php?ut=000510146300027,True,1960,95,6.9283957,3.6241245,pub_95_63576e40
Oogenesis and embryogenesis inhibition induced by two new ethyl-carbamates in the cattle tick Rhipicephalus microplus,"Iturbe-Requena, S. L., Prado-Ochoa, M. G., Velázquez-Sánchez, A. M., García-Hernández, F., Cossío-Bayúgar, R., Muñoz-Guzmán, M. A., ? Alba-Hurtado, F.","Ticks and Tick-Borne Diseases, 11(2), 101326",2020,10.1016/j.ttbdis.2019.101326,31780375,https://www.ifc.unam.mx/publicacion.php?ut=000509982500009,True,1459,96,2.9122703,2.0036623,pub_96_651788e1
"In Saccharomyces cerevisiae, withdrawal of the carbon source results in detachment of glycolytic enzymes from the cytoskeleton and in actin reorganization","Espinoza-Simón, E., Chiquete-Félix, N., Morales-García, L., Pedroza-Dávila, U., Pérez-Martínez, X., Araiza-Olivera, D., ? Uribe-Carvajal, S.","Fungal Biology, 124(1), 15?23",2020,10.1016/j.funbio.2019.10.005,31892373,https://www.ifc.unam.mx/publicacion.php?ut=000508744300003,True,1379,97,1.7065681,3.8026915,pub_97_4eb5faa5
Activation of parvalbumin?expressing neurons reconfigures neuronal ensembles in murine striatal microcircuits,"Duhne, M., Lara?González, E., Laville, A., Padilla?Orozco, M., Ávila?Cascajares, F., Arias?García, M., ? Bargas, J.","European Journal of Neuroscience, 53(7), 2149?2164",2020,10.1111/ejn.14670,31901201,https://www.ifc.unam.mx/publicacion.php?ut=000508602000001,True,1993,98,7.709615,2.0439627,pub_98_4f1df2f5
Turning Touch into Perception,"Romo, R., & Rossi-Pool, R.","Neuron, 105(1), 16?33",2020,10.1016/j.neuron.2019.11.033,31917952,https://www.ifc.unam.mx/publicacion.php?ut=000507341300006,True,893,99,8.249085,1.8691914,pub_99_55a72eb8
aeBlue Chromoprotein Color is Temperature Dependent,"Tamayo-Nuñez, J., de la Mora, J., Padilla-Vaca, F., Vargas-Maya, N. I., Rangel-Serrano, Á., Anaya-Velázquez, F., ? Franco, B.","Protein & Peptide Letters, 27(1), 74?84",2019,10.2174/0929866526666190806145740,31385759,https://www.ifc.unam.mx/publicacion.php?ut=000505771900009,True,529,100,1.9220647,2.943244,pub_100_c3692a87
Roles of the G protein-coupled receptor kinase 2 and Rab5 in ?1B-adrenergic receptor function and internalization,"Hernández-Espinosa, D. A., Reyes-Cruz, G., & García-Sáinz, J. A.","European Journal of Pharmacology, 867, 172846",2020,10.1016/j.ejphar.2019.172846,31811856,https://www.ifc.unam.mx/publicacion.php?ut=000504024800013,True,1526,101,5.172277,5.2707486,pub_101_04509f0f
Identification of Z nucleotides as an ancient signal for two-component system activation in bacteria,"Vázquez-Ciros, O. J., Alvarez, A. F., & Georgellis, D.","Proceedings of the National Academy of Sciences, 117(52), 33530?33539",2020,10.1073/pnas.2006209117,33318202,https://www.ifc.unam.mx/publicacion.php?scopus=85099171457,True,1416,102,1.250805,2.0719411,pub_102_f06b893b
Antigiardial Activity of Acetylsalicylic Acid Is Associated with Overexpression of HSP70 and Membrane Transporters,"Ochoa-Maganda, V. Y., Rangel-Castañeda, I. A., Suárez-Rico, D. O., Cortés-Zárate, R., Hernández-Hernández, J. M., Pérez-Rangel, A., ? Castillo-Romero, A.","Pharmaceuticals, 13(12), 440",2020,10.3390/ph13120440,,https://www.ifc.unam.mx/publicacion.php?scopus=85097058533,True,1507,103,1.7367449,0.9719233,pub_103_3a058415
Age-Dependent Decline in Synaptic Mitochondrial Function Is Exacerbated in Vulnerable Brain Regions of Female 3xTg-AD Mice,"Espino de la Fuente-Muñoz, C., Rosas-Lemus, M., Moreno-Castilla, P., Bermúdez-Rattoni, F., Uribe-Carvajal, S., & Arias, C.","International Journal of Molecular Sciences, 21(22), 8727",2020,10.3390/ijms21228727,33227902,https://www.ifc.unam.mx/publicacion.php?scopus=85096214913,True,1425,104,5.5126395,3.1908455,pub_104_60484be5
Synthesis of PLA/SBA-15 Composite Scaffolds for Bone Tissue Engineering,"Chanes-Cuevas, O. A., Arellano-Sánchez, U., Álvarez-Gayosso, C. A., Suaste-Olmos, F., Villarreal-Ramírez, E., Álvarez-Fregoso, O., ? Álvarez-Pérez, M. A.","Materials Research, 23(5)",2020,10.1590/1980-5373-mr-2020-0211,,https://www.ifc.unam.mx/publicacion.php?scopus=85096133157,True,1555,105,4.5732756,1.1597097,pub_105_a590f063
Assessing the Diversity of Benthic Sulfate-Reducing Microorganisms in Northwestern Gulf of Mexico by Illumina Sequencing of dsrB Gene,"Sánchez-Soto, M. F., Cerqueda-García, D., Alcántara-Hernández, R. J., Falcón, L. I., Pech, D., Árcega-Cabrera, F., ? García-Maldonado, J. Q.","Microbial Ecology, 81(4), 908?921",2020,10.1007/s00248-020-01631-5,33196853,https://www.ifc.unam.mx/publicacion.php?scopus=85096072778,True,1737,106,0.68946624,2.8181252,pub_106_480f9524
Phosphorylation of NMDA receptors by cyclin B/CDK1 modulates calcium dynamics and mitosis,"Rosendo-Pineda, M. J., Vicente, J. J., Vivas, O., Pacheco, J., Loza-Huerta, A., Sampieri, A., ? Vaca, L.","Communications Biology, 3(1)",2020,10.1038/s42003-020-01393-3,33184446,https://www.ifc.unam.mx/publicacion.php?scopus=85095951236,True,1514,107,5.947538,3.4951696,pub_107_e5fbcae9
Neuronize v2: Bridging the Gap Between Existing Proprietary Tools to Optimize Neuroscientific Workflows,"Velasco, I., Toharia, P., Benavides-Piccione, R., Fernaud-Espinosa, I., Brito, J. P., Mata, S., ? Bayona, S.","Frontiers in Neuroanatomy, 14",2020,10.3389/fnana.2020.585793,,https://www.ifc.unam.mx/publicacion.php?scopus=85093501407,True,1423,108,6.5018044,1.6184127,pub_108_5f2c518f
"TRPV4 activity regulates nuclear Ca
            2+
            and transcriptional functions of ??catenin in a renal epithelial cell model","Espadas?Álvarez, H., Martínez?Rendón, J., Larre, I., Matamoros?Volante, A., Romero?García, T., Rosenbaum, T., ? García?Villegas, R.","Journal of Cellular Physiology, 236(5), 3599?3614",2020,10.1002/jcp.30096,33044004,https://www.ifc.unam.mx/publicacion.php?scopus=85092344767,True,1312,109,4.4298673,6.562503,pub_109_a3273119
On the use of n-octyl gallate and salicylhydroxamic acid to study the alternative oxidase role,"Romero-Aguilar, L., Cárdenas-Monroy, C., Garrido-Bazán, V., Aguirre, J., Guerra-Sánchez, G., & Pardo, J. P.","Archives of Biochemistry and Biophysics, 694, 108603",2020,10.1016/j.abb.2020.108603,32986977,https://www.ifc.unam.mx/publicacion.php?scopus=85091793546,True,1643,110,1.6139745,3.9391959,pub_110_e149ac94
Kramers? Theory and the Dependence of Enzyme Dynamics on Trehalose-Mediated Viscosity,"Sampedro, J. G., Rivera-Moran, M. A., & Uribe-Carvajal, S.","Catalysts, 10(6), 659",2020,10.3390/catal10060659,,https://www.ifc.unam.mx/publicacion.php?scopus=85090734755,True,1522,111,1.5352669,3.0822573,pub_111_4d6ed132
Neurogenesis From Neural Crest Cells: Molecular Mechanisms in the Formation of Cranial Nerves and Ganglia,"Méndez-Maldonado, K., Vega-López, G. A., Aybar, M. J., & Velasco, I.","Frontiers in Cell and Developmental Biology, 8",2020,10.3389/fcell.2020.00635,,https://www.ifc.unam.mx/publicacion.php?scopus=85089908760,True,1654,112,5.9517784,1.7980981,pub_112_e491f791
Lipid Modulation in the Formation of ?-Sheet Structures,"Martínez-Navarro, I., Díaz-Molina, R., Pulido-Capiz, A., Mas-Oliva, J., Luna-Reyes, I., Rodríguez-Velázquez, E., ? García-González, V.",Implications for De Novo Design of Human Islet Amyloid Polypeptide and the Impact on ?-Cell Homeostasis,2020,10.3390/biom10091201,32824918,https://www.ifc.unam.mx/publicacion.php?scopus=85089795241,True,2286,113,6.137318,5.167896,pub_113_0a88f544
Role of ion channels during cell division,"Rosendo-Pineda, M. J., Moreno, C. M., & Vaca, L.","Cell Calcium, 91, 102258",2020,10.1016/j.ceca.2020.102258,32736154,https://www.ifc.unam.mx/publicacion.php?scopus=85088642287,True,1048,114,3.8258245,6.8567266,pub_114_a784a00e
Characterization of the expression of dystrophins and dystrophin-associated proteins during embryonic neural stem/progenitor cell differentiation,"Romo-Yáñez, J., Rodríguez-Martínez, G., Aragón, J., Siqueiros-Márquez, L., Herrera-Salazar, A., Velasco, I., & Montanez, C.","Neuroscience Letters, 736, 135247",2020,10.1016/j.neulet.2020.135247,32668267,https://www.ifc.unam.mx/publicacion.php?scopus=85088372533,True,1588,115,6.197104,1.9277431,pub_115_085dabff
Orexin cell transplant reduces behavioral arrest severity in narcoleptic mice,"Equihua-Benítez, A. C., Equihua-Benítez, J. A., Guzmán-Vásquez, K., Prospero-García, O., & Drucker-Colín, R.","Brain Research, 1745, 146951",2020,10.1016/j.brainres.2020.146951,32531224,https://www.ifc.unam.mx/publicacion.php?scopus=85086455682,True,1675,116,6.40057,2.466589,pub_116_dc626dc2
Steroids and TRP Channels: A Close Relationship,"Méndez-Reséndiz, K. A., Enciso-Pablo, Ó., González-Ramírez, R., Juárez-Contreras, R., Rosenbaum, T., & Morales-Lázaro, S. L.","International Journal of Molecular Sciences, 21(11), 3819",2020,10.3390/ijms21113819,32471309,https://www.ifc.unam.mx/publicacion.php?scopus=85085714508,True,1179,117,4.422181,6.6767297,pub_117_4a0de3b1
Treatment with the Ketone Body D-?-hydroxybutyrate Attenuates Autophagy Activated by NMDA and Reduces Excitotoxic Neuronal Damage in the Rat Striatum In Vivo,"Montiel, T., Montes-Ortega, L. A., Flores-Yáñez, S., & Massieu, L.","Current Pharmaceutical Design, 26(12), 1377?1387",2020,10.2174/1381612826666200115103646,31957603,https://www.ifc.unam.mx/publicacion.php?scopus=85084364845,True,2322,118,5.487698,3.8967817,pub_118_b3dfca3b
Genome-wide 5-hydroxymethylcytosine (5hmC) emerges at early stage of in vitro differentiation of a putative hepatocyte progenitor,"Rodríguez-Aguilera, J. R., Ecsedi, S., Goldsmith, C., Cros, M.-P., Domínguez-López, M., Guerrero-Celis, N., ? Hernández-Vargas, H.","Scientific Reports, 10(1)",2020,10.1038/s41598-020-64700-2,32385352,https://www.ifc.unam.mx/publicacion.php?scopus=85084323787,True,1538,119,4.509917,2.3825316,pub_119_52653e34
Mitochondrial bound hexokinase type I in normal and streptozotocin diabetic rat retina,"Ramírez-Pérez, G., Sánchez-Chávez, G., & Salceda, R.","Mitochondrion, 52, 212?217",2020,10.1016/j.mito.2020.04.004,32283307,https://www.ifc.unam.mx/publicacion.php?scopus=85083334557,True,1068,120,5.938071,4.450708,pub_120_d8a20472
The plant MBF1 protein family: a bridge between stress and transcription,"Jaimes-Miranda, F., & Chávez Montes, R. A.","Journal of Experimental Botany, 71(6), 1782?1791",2020,10.1093/jxb/erz525,32037452,https://www.ifc.unam.mx/publicacion.php?scopus=85082394729,True,996,121,2.0839064,3.020719,pub_121_16ca549b
An endoplasmic reticulum domain is associated with the polarized growing cells of Podospora anserina hyphae,"López-Fuentes, A. de J., Meizoso-Huesca, A., & Peraza-Reyes, L.","Fungal Genetics and Biology, 137, 103338",2020,10.1016/j.fgb.2020.103338,32035225,https://www.ifc.unam.mx/publicacion.php?scopus=85080952303,True,862,122,1.0614012,3.9135966,pub_122_e4c807f5
Glycogen Synthase Kinase-3 modulates ?1A-adrenergic receptor action and regulation,"Alcántara-Hernández, R., Carmona-Rosas, G., Hernández-Espinosa, D. A., & García-Sáinz, J. A.","European Journal of Cell Biology, 99(2-3), 151072",2020,10.1016/j.ejcb.2020.151072,32113707,https://www.ifc.unam.mx/publicacion.php?scopus=85080043050,True,1723,123,4.963601,5.346139,pub_123_65ce5505
Accelerating the Evolution of Nonhuman Primate Neuroimaging,"Milham, M., Petkov, C. I., Margulies, D. S., Schroeder, C. E., Basso, M. A., Belin, P., ? Mars, R. B.","Neuron, 105(4), 600?603",2020,10.1016/j.neuron.2019.12.023,32078795,https://www.ifc.unam.mx/publicacion.php?scopus=85079356882,True,449,124,7.576549,1.7001832,pub_124_d9e24fbd
"Exposure to the cannabinoid agonist WIN 55, 212?2 in adolescent rats causes sleep alterations that persist until adulthood","Macías-Triana, L., Romero-Cordero, K., Tatum-Kuri, A., Vera-Barrón, A., Millán-Aldaco, D., Arankowsky-Sandoval, G., ? Murillo-Rodríguez, E.","European Journal of Pharmacology, 874, 172911",2020,10.1016/j.ejphar.2020.172911,32045604,https://www.ifc.unam.mx/publicacion.php?scopus=85079219195,True,1141,125,7.183313,3.4273987,pub_125_46491dfc
Therapeutic strategies for ketosis induction and their potential efficacy for the treatment of acute brain injury and neurodegenerative diseases,"Camberos-Luna, L., & Massieu, L.","Neurochemistry International, 133, 104614",2020,10.1016/j.neuint.2019.104614,31785349,https://www.ifc.unam.mx/publicacion.php?scopus=85076473583,True,1588,126,5.7641907,3.876162,pub_126_440911a2
Perturbations in the Activity of Cholinergic Interneurons in the Dorsomedial Striatum Impairs the Update of Actions to an Instrumental Contingency Change,"Alatriste-León, H., Verma-Rodríguez, A. K., Ramírez-Jarquín, J. O., & Tecuapetla, F.","Neuroscience, 439, 287?300",2020,10.1016/j.neuroscience.2019.11.023,31783101,https://www.ifc.unam.mx/publicacion.php?scopus=85076204774,True,1122,127,7.939079,2.2047226,pub_127_0b80a412
Saturation Mutagenesis of the Transmembrane Region of HokC in Escherichia coli Reveals Its High Tolerance to Mutations,"Lara Ortiz, M. T., Martinell García, V., & Del Rio, G.","International Journal of Molecular Sciences, 22(19), 10359",2021,10.3390/ijms221910359,34638709,https://www.ifc.unam.mx/publicacion.php?ut=000756257200001,True,1658,128,1.078758,1.9607855,pub_128_bc3cdb05
The Escherichia coli two-component signal sensor BarA binds protonated acetate via a conserved hydrophobic-binding pocket,"Alvarez, A. F., Rodríguez, C., González-Chávez, R., & Georgellis, D.","Journal of Biological Chemistry, 297(6), 101383",2021,10.1016/j.jbc.2021.101383,34743001,https://www.ifc.unam.mx/publicacion.php?ut=000748084900012,True,1821,129,1.397906,2.1099784,pub_129_25c6a5c4
"MRX8, the conserved mitochondrial YihA GTPase family member, is required for de novo Cox1 synthesis at suboptimal temperatures in Saccharomyces cerevisiae","Verma, Y., Mehra, U., Pandey, D. K., Kar, J., Pérez-Martinez, X., Jana, S. S., & Datta, K.","Molecular Biology of the Cell, 32(21)",2021,10.1091/mbc.e20-07-0457,34432493,https://www.ifc.unam.mx/publicacion.php?ut=000743148500002,True,1346,130,2.2203937,4.0998077,pub_130_27d8614f
Coupling/Uncoupling Reversibility in Isolated Mitochondria from Saccharomyces cerevisiae,"Morales-García, L., Ricardez-García, C., Castañeda-Tamez, P., Chiquete-Félix, N., & Uribe-Carvajal, S.","Life, 11(12), 1307",2021,10.3390/life11121307,34947838,https://www.ifc.unam.mx/publicacion.php?ut=000741977500001,True,1256,131,2.1065898,3.9791508,pub_131_e3845766
Spindle Dynamics during Meiotic Development of the Fungus Podospora anserina Requires the Endoplasmic Reticulum-Shaping Protein RTN1,"López-Fuentes, A. de J., Nachón-Garduño, K. N., Suaste-Olmos, F., Mendieta-Romero, A., & Peraza-Reyes, L.","MBio, 12(5)",2021,10.1128/mbio.01615-21,34607459,https://www.ifc.unam.mx/publicacion.php?ut=000738772600008,True,2845,132,1.272196,4.028852,pub_132_61b088ad
Anti-Pathogenic Properties of the Combination of a T3SS Inhibitory Halogenated Pyrrolidone with C-30 Furanone,"Aburto-Rodríguez, N. A., Muñoz-Cázares, N., Castro-Torres, V. A., González-Pedrajo, B., Díaz-Guerrero, M., García-Contreras, R., Quezada, H., Castillo-Juárez, I., & Martínez-Vázquez, M.","Molecules, 26(24), 7635",2021,10.3390/molecules26247635,34946717,https://www.ifc.unam.mx/publicacion.php?ut=000736755000001,True,1408,133,1.6917564,1.1415612,pub_133_6086fda2
Anti-Virulence Properties of Plant Species: Correlation between In Vitro Activity and Efficacy in a Murine Model of Bacterial Infection,"Díaz-Núñez, J. L., Pérez-López, M., Espinosa, N., Campos-Hernández, N., García-Contreras, R., Díaz-Guerrero, M., Cortes-López, H., Vázquez-Sánchez, M., Quezada, H., Martínez-Vázquez, M., Soto-Hernández, R. M., Burgos-Hernández, M., González-Pedrajo, B., & Castillo-Juárez, I.","Microorganisms, 9(12), 2424",2021,10.3390/microorganisms9122424,34946027,https://www.ifc.unam.mx/publicacion.php?ut=000735622900001,True,1437,134,1.5448253,1.1053092,pub_134_275af452
